/M0/D (Vds=1.1) X,/M0/D (Vds=1.1) Y
0,2.256280007036401e-09
0.01,2.963335167879643e-09
0.02,3.904894277603934e-09
0.03,5.15814437524184e-09
0.04,6.82558250043174e-09
0.05,9.043247049888978e-09
0.06,1.199157367725996e-08
0.07000000000000001,1.590930167961816e-08
0.08,2.111258632443926e-08
0.09,2.801977422213738e-08
0.09999999999999999,3.718367973017974e-08
0.11,4.933392517407947e-08
0.12,6.54321528979682e-08
0.13,8.674378334079302e-08
0.14,1.149309191621096e-07
0.15,1.521720915488774e-07
0.16,2.013158092782679e-07
0.17,2.660762803816476e-07
0.18,3.51281173555956e-07
0.19,4.631827673551666e-07
0.2,6.09845131876619e-07
0.21,8.016208550357186e-07
0.2200000000000001,1.051730934527071e-06
0.2300000000000001,1.376960403356289e-06
0.2400000000000001,1.798479599052525e-06
0.2500000000000001,2.342796318465531e-06
0.2600000000000001,3.042837172571636e-06
0.2700000000000001,3.939147336827269e-06
0.2800000000000001,5.081187134954653e-06
0.2900000000000001,6.528692648119076e-06
0.3000000000000001,8.35305752124658e-06
0.3100000000000001,1.063868634408935e-05
0.3200000000000001,1.348426814140192e-05
0.3300000000000001,1.700392229961807e-05
0.3400000000000001,2.132817762257413e-05
0.3500000000000001,2.660475506664099e-05
0.3600000000000002,3.299913150187265e-05
0.3700000000000002,4.069486098295649e-05
0.3800000000000002,4.989361879245405e-05
0.3900000000000002,6.081491279776761e-05
0.4000000000000002,7.369538139700066e-05
0.4100000000000002,8.878757558165523e-05
0.4200000000000002,0.0001063581133928918
0.4300000000000002,0.0001266851056361782
0.4400000000000002,0.0001500547858637417
0.4500000000000002,0.0001767573344781705
0.4600000000000002,0.0002070819609908924
0.4700000000000003,0.0002413113909217845
0.4800000000000003,0.0002797159830870488
0.4900000000000003,0.0003225477669398734
0.5000000000000002,0.0003700347273950524
0.5100000000000002,0.0004223756688061934
0.5200000000000002,0.0004797359581741438
0.5300000000000002,0.000542244383726312
0.5400000000000003,0.0006099912774030409
0.5500000000000003,0.0006830279506638215
0.5600000000000003,0.0007613673955305439
0.5700000000000003,0.0008449861185848943
0.5800000000000003,0.0009338269130286651
0.5900000000000003,0.00102780233690968
0.6000000000000003,0.001126798654031101
0.6100000000000003,0.001230680004408721
0.6200000000000003,0.001339292597903548
0.6300000000000003,0.001452468761613289
0.6400000000000003,0.001570030712898788
0.6500000000000004,0.001691793970758598
0.6600000000000004,0.001817570355235909
0.6700000000000004,0.001947170555620613
0.6800000000000004,0.002080406272560098
0.6900000000000004,0.002217091956873891
0.7000000000000004,0.002357046179529801
0.7100000000000004,0.002500092673848242
0.7200000000000004,0.002646061093632824
0.7300000000000004,0.002794787530621003
0.7400000000000004,0.002946114832328608
0.7500000000000004,0.003099892757789193
0.7600000000000005,0.003255978004457169
0.7700000000000005,0.003414234135091291
0.7800000000000005,0.003574531429065972
0.7900000000000005,0.003736746678468914
0.8000000000000005,0.003900762945646466
0.8100000000000005,0.00406646929560473
0.8200000000000005,0.004233760513874444
0.8300000000000005,0.004402536818081827
0.8400000000000005,0.004572703569502017
0.8500000000000005,0.004744170989262009
0.8600000000000005,0.004916853882560882
0.8700000000000006,0.005090671373240476
0.8800000000000006,0.005265546650227018
0.8900000000000006,0.005441406726735554
0.9000000000000006,0.005618182212650201
0.9100000000000006,0.005795807100135785
0.9200000000000006,0.005974218562275209
0.9300000000000006,0.006153356764342273
0.9400000000000006,0.006333164687194137
0.9500000000000006,0.00651358796218817
0.9600000000000006,0.006694574716982701
0.9700000000000006,0.0068760754315626
0.9800000000000006,0.007058042803830425
0.9900000000000007,0.007240431624117615
1,0.007423198657993359
