NF X,NF Y
0,0.5073721484746542
0.01,0.5098188737941239
0.02,0.5131213882995935
0.03,0.5174899197344179
0.04,0.5231793285029308
0.05,0.5304945349705156
0.06,0.5397880297848106
0.07000000000000001,0.5514654943952215
0.08,0.5660016399154586
0.09,0.5839080797156011
0.1,0.6057286698093134
0.11,0.6320183383072868
0.12,0.663313249955372
0.13,0.7000907602026502
0.14,0.7427162995463101
0.15,0.7913720356088918
0.16,0.8459593341785885
0.17,0.9059653500487574
0.18,0.9702872763713398
0.19,1.037022673935215
0.2,1.103270046025694
0.21,1.165044538111178
0.22,1.217478076966388
0.23,1.255469556614677
0.24,1.27477760685886
0.25,1.27320953789903
0.26,1.251311274251807
0.27,1.212143741540782
0.28,1.160286088501059
0.29,1.100629295521991
0.3,1.037474757772726
0.31,0.9741150975128375
0.32,0.9127992912787465
0.33,0.8548966400652693
0.34,0.8011222153277998
0.35,0.7517425602138261
0.36,0.7067370883200413
0.37,0.6659139949369743
0.38,0.6289888602110039
0.39,0.5956357877939464
0.4,0.5655194630672871
0.41,0.5383144070970772
0.42,0.513715829702479
0.43,0.4914450652910293
0.44,0.471251576336874
0.45,0.4529128334231595
0.46,0.4362329318201838
0.47,0.4210405083547842
0.48,0.407186326573569
0.49,0.3945407680129961
0.5,0.382991380119371
0.51,0.3724405702552875
0.52,0.3628035067699455
0.53,0.3540062347610798
0.54,0.3459840274398355
0.55,0.3386799603745099
0.5600000000000001,0.3320436960657605
0.57,0.3260304611175737
0.58,0.3206001937625289
0.59,0.3157168321311909
0.6,0.3113477438455994
0.61,0.3074632590592995
0.62,0.3040362909137717
0.63,0.3010420304915969
0.64,0.298457701451714
0.65,0.2962623624505529
0.66,0.2944367475640098
0.67,0.2929631367944239
0.68,0.2918252503647109
0.6899999999999999,0.2910081618651279
0.7,0.2904982264205396
0.71,0.2902829445740657
0.72,0.2903514096193808
0.73,0.2906930273527854
0.74,0.2912989688228362
0.75,0.2921612629603837
0.76,0.2932729662277374
0.77,0.2946281299033705
0.78,0.2962217629532943
0.79,0.2980497865678525
0.8,0.3001089758016218
0.8100000000000001,0.3023985367216167
0.82,0.304921117310092
0.83,0.3076693883295704
0.84,0.310642526341862
0.85,0.3138399150729591
0.86,0.3172609295557164
0.87,0.3209047006852982
0.88,0.3247698732683135
0.89,0.3288543751977938
0.9,0.3331552182763041
0.91,0.3376683513653782
0.92,0.3423885832889051
0.93,0.347309586287897
0.9399999999999999,0.3524239818105335
0.95,0.3577235006033194
0.96,0.3631992004553448
0.97,0.3688417191593299
0.98,0.3746415382480331
0.99,0.3805892347918332
1,0.3866757031757566
